Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,target,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
34.223768,-118.445461,4,50.05,179.35,1,3394,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34.17847,-118.459472,1,55.2,55.2,1,3638,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34.213049,-118.317651,1,84.6,84.6,1,2484,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
34.1692,-118.372498,2,54.4,114.1,1,2556,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.207295,-118.400022,11,95.0,1120.3,1,5980,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
34.097345,-117.906736,15,74.4,1074.3,1,4616,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.084747,-117.886844,1,48.55,48.55,1,5687,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.079934,-118.046695,2,70.4,147.15,1,5687,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.074492,-118.01462,1,40.2,40.2,1,5828,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34.031441,-117.936436,2,44.6,80.55,1,4884,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34.038983,-117.991372,3,41.15,132.2,1,2314,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
33.976753,-117.897367,13,106.9,1364.3,1,2494,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
34.057256,-117.667677,59,19.35,1099.6,1,5084,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
34.074087,-117.605618,16,94.45,1511.2,1,3810,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
34.042286,-117.756106,1,24.8,24.8,1,5087,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.067932,-117.785168,1,70.6,70.6,1,3338,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.065108,-118.082791,5,85.4,401.1,1,3676,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
34.102119,-117.815532,52,105.05,5624.85,1,4839,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
34.061634,-117.893169,18,95.15,1779.95,1,4643,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
34.074736,-118.145959,1,70.0,70.0,1,4094,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.827184,-116.703729,8,74.5,606.55,1,4345,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.67117,-117.00232,10,44.85,435.4,1,4061,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32.677097,-116.304991,24,76.1,1712.7,1,2018,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.857946,-116.561917,1,73.6,73.6,1,2565,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.649787,-116.2237,4,95.45,396.1,1,3677,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
32.830852,-116.444601,32,74.9,2303.35,1,4105,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.200369,-116.192313,5,80.6,415.55,1,5715,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33.098018,-117.258203,38,80.3,3058.65,1,2071,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
32.948262,-117.256086,24,93.15,2231.05,1,2212,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
32.79697,-116.969082,54,82.45,4350.1,1,4149,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
33.079834,-117.134275,2,70.35,139.05,1,2671,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.254497,-117.285879,7,73.85,511.25,1,2473,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.384345,-117.072619,2,80.6,155.8,1,2683,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33.309852,-116.823091,68,75.8,5293.95,1,4903,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
33.313828,-116.940501,43,104.6,4759.85,1,5250,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
33.215251,-116.53633,63,103.4,6603.0,1,4352,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
33.25283,-116.986079,2,90.4,168.2,1,4157,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
32.747484,-117.166877,4,84.8,371.9,1,4939,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32.741499,-117.127409,21,41.9,840.1,1,4778,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32.741859,-117.090353,10,80.25,846.0,1,3598,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32.774046,-117.142454,27,30.75,805.1,1,2927,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.765299,-117.122565,5,96.5,492.55,1,5383,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
32.85723,-117.209774,2,85.65,181.5,1,3878,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32.961064,-117.134917,25,104.95,2566.5,1,3642,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
32.578103,-117.012975,1,50.65,50.65,1,2431,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.713891,-116.237257,1,90.85,90.85,1,3424,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
33.537646,-116.291089,11,19.95,214.75,1,5888,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
33.762759,-116.324817,55,85.45,4874.7,1,5502,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33.948558,-116.516976,34,73.95,2524.45,1,5795,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32.811001,-115.152865,69,99.45,7007.6,1,4020,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
33.345825,-115.596574,1,19.9,19.9,1,3351,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
33.906496,-116.569499,1,19.6,19.6,1,3448,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
32.698964,-115.886656,3,81.35,233.7,1,2818,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.790282,-115.689559,22,83.3,1845.9,1,3804,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33.53604,-116.119222,1,75.3,75.3,1,4902,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34.667815,-117.536183,61,19.4,1182.55,1,4221,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
34.55082,-117.122396,12,45.4,518.9,1,2887,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.248061,-117.29028,60,105.9,6396.45,1,4105,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
34.875144,-116.821698,1,69.55,69.55,1,2792,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.702766,-116.093376,28,81.05,2227.1,1,5201,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34.508417,-116.856103,4,101.15,385.9,1,4417,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34.238162,-117.534306,7,99.8,673.25,1,2031,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
34.441123,-117.537886,13,55.95,734.35,1,4498,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34.003243,-117.138286,1,55.0,55.0,1,4877,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34.156758,-117.404686,1,74.7,74.7,1,5980,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.186211,-117.07683,24,80.25,1861.5,1,4418,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35.824572,-116.274755,5,96.1,453.4,1,4192,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
34.486835,-117.362274,15,69.0,994.8,1,5671,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.358321,-117.618263,48,45.3,2145.0,1,4926,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
34.105935,-117.2914,8,83.55,680.05,1,2879,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34.106922,-117.297553,1,74.35,74.35,1,2814,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.890046,-117.455583,2,74.4,139.4,1,4263,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.930931,-117.361788,22,43.75,903.6,1,3099,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
34.004379,-117.447864,5,28.45,131.05,1,4099,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.888323,-117.277533,12,99.7,1238.45,1,2538,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
33.644585,-116.871544,20,94.1,1782.4,1,2666,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
33.761894,-117.120868,2,94.2,167.5,1,3715,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
33.755039,-116.741796,6,80.5,502.85,1,5032,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
33.970661,-117.255039,5,74.35,334.8,1,5273,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.581045,-117.14719,40,104.8,4131.95,1,3492,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
33.828289,-117.201666,27,75.2,1929.35,1,4517,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33.707483,-117.200006,23,75.6,1758.6,1,2115,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.69887,-117.25071,34,100.05,3480.0,1,2568,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
33.643095,-117.810896,1,85.0,85.0,1,5679,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33.644849,-117.684254,10,86.05,834.1,1,2966,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33.666301,-117.969501,13,45.55,597.0,1,4856,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
33.679659,-118.016195,39,86.3,3266.0,1,3364,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
33.601309,-117.902304,32,80.35,2596.15,1,5974,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33.748478,-117.858918,35,100.25,3527.6,1,2744,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
33.714829,-117.872941,56,100.3,5614.45,1,5170,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
33.830209,-117.906099,12,19.0,233.55,1,3535,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
33.83796,-117.870494,1,75.3,75.3,1,3244,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.848733,-117.788357,4,89.2,346.2,1,5808,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
33.924143,-117.79387,1,85.7,85.7,1,4880,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33.925833,-117.559639,12,61.65,713.75,1,5670,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
33.884073,-117.732197,65,105.25,6786.4,1,4196,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
34.360261,-119.306383,9,29.95,248.95,1,2573,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.279221,-119.221437,9,65.0,663.05,1,3983,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
34.110124,-119.100972,7,20.0,137.6,1,4479,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
34.420998,-119.60137,49,90.05,4547.25,1,5059,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34.419203,-119.710008,43,110.75,4687.9,1,2728,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
34.437945,-119.77191,65,105.5,6985.65,1,5720,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
35.869626,-119.498771,56,104.55,5794.65,1,6268,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
36.315979,-119.710852,10,85.25,855.3,1,3573,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
35.916943,-120.129921,43,56.15,2499.3,1,2152,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35.523991,-118.400432,1,89.55,89.55,1,4996,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
36.057458,-118.591951,20,94.55,1899.65,1,5604,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
36.186867,-120.387793,1,45.7,45.7,1,2295,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35.772244,-119.209689,2,89.5,161.5,1,2065,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35.858054,-119.305858,3,69.55,222.3,1,2876,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.301689,-119.018233,1,74.6,74.6,1,3860,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
35.215731,-119.57013,8,19.65,164.3,1,5432,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36.217864,-120.080117,2,19.85,35.9,1,2362,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
