Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,total_services,fiber_price_impact,avg_ticket,is_new_customer,target
33.174725,-116.743329,5,3.919991175077323,5.453396186948117,5756,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.0,46.510000000000005,1,0
34.406256,-119.726936,2,3.9502817175452365,4.82068471013781,5968,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.0,61.525,1,0
37.333851,-121.891147,30,4.22829253473184,7.60150227961405,4104,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,4,0.0,66.67333333333333,0,0
38.486502,-121.334051,36,4.5685062016165,8.153407310299562,5111,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,95.4,96.50555555555555,0,0
40.485849,-124.163234,55,4.249209272783016,8.254164706403113,4318,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0,69.05,69.86545454545454,0,0
34.003243,-117.138286,31,4.45143608604605,7.868789904665684,3727,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,2,84.75,84.30322580645162,0,0
32.980678,-116.262854,28,3.6082115510464816,6.882078432192154,5444,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.0,34.77321428571428,0,0
34.044639,-118.240413,16,2.9932291433358724,5.792403666309729,4726,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0,20.425,0,0
39.239818,-123.565432,6,3.051639905492287,4.879006851617819,5761,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,0.0,21.75,0,0
40.726949,-124.217378,27,4.464758032271346,7.705757847644463,5755,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,2,85.9,82.22592592592592,0,0
38.925545,-122.549083,58,3.269568939183719,7.296650528761137,4477,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.0,25.419827586206896,0,0
34.965648,-117.001509,72,4.662495252607361,8.953336216423796,6378,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,5,104.9,107.39791666666666,0,0
32.853743,-117.25034,28,3.6041382256588457,6.869430164660469,2431,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,2,0.0,34.33571428571428,0,0
34.18454,-119.224666,40,4.454928522657548,8.118698731788875,5904,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,2,85.05,83.89125,0,0
32.805518,-117.169052,1,3.068052935133617,3.068052935133617,3731,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,20.5,1,1
38.135897,-122.563683,5,4.394449154672439,6.024657514463746,3937,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,80.0,82.5,1,1
39.117537,-122.284654,1,4.251348311031766,4.251348311031766,4073,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,69.2,69.2,1,1
37.721052,-122.413573,12,4.666265285347902,7.15199473859108,5913,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,4,105.3,106.30416666666667,0,0
35.824572,-116.274755,5,4.575741375297279,6.118977867406942,4192,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,3,96.1,90.67999999999999,1,1
38.471049,-123.015549,71,4.467056883858457,8.707301023010626,6286,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,6,0.0,85.15352112676055,0,0
37.546007,-121.28257,3,4.356067595503785,5.435467204695271,4428,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,76.95,76.13333333333334,1,1
38.434138,-121.30587,30,3.027715319407042,6.487455681915517,2486,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,0.0,21.861666666666668,0,1
34.741406,-118.38111,25,3.054001181677967,6.232251533594787,4129,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.0,20.316,0,0
39.194539,-120.988066,52,3.2406373166497136,7.194474387933356,5535,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,25.597115384615385,0,0
36.798882,-120.019511,46,4.709530201312334,8.492039472532698,2403,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,5,110.0,105.97391304347826,0,1
33.844983,-117.952151,9,4.269697449699962,6.395094639270416,3198,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,70.5,66.43333333333334,0,0
34.95703,-117.73045,19,4.4756308146331065,7.355896661370738,5072,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,86.85,82.33684210526316,0,0
37.361987,-120.748394,12,3.919991175077323,6.417793810395455,5007,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.0,50.97083333333333,0,0
33.703976,-117.824172,45,4.602165676967792,8.417770567091786,2535,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,4,98.7,100.57333333333334,0,0
41.737962,-123.07557,36,4.658710952916121,8.21228357329783,4102,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,4,104.5,102.35972222222222,0,0
33.889605,-115.257009,38,4.565389315976247,8.21397776533647,5393,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,3,95.1,97.13684210526316,0,0
37.222842,-121.988727,1,3.005682604407159,3.005682604407159,3007,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,19.2,1,0
38.200231,-121.235034,10,4.600157644164547,6.945773346169658,4501,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,3,98.5,103.775,0,1
34.146635,-118.139225,13,3.8242840911201395,6.328293862826008,4680,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,43.01538461538462,0,0
37.750021,-122.415201,18,4.418840607796598,7.2629441192155655,3306,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,4,0.0,79.19166666666666,0,1
32.555828,-117.040073,37,3.8372994592322094,7.374064592639601,4051,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,3,0.0,43.056756756756755,0,0
39.467828,-120.841386,5,3.0610517396746335,4.812184355372417,3161,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.0,24.4,1,0
33.850452,-117.726668,11,4.330075229041782,6.70502691241052,4251,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,74.95,74.13636363636364,0,1
36.657462,-119.595293,64,4.606669062111827,8.727810617365039,4590,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,4,99.15,96.425,0,0
37.59485,-122.051521,1,4.03512520256213,4.03512520256213,2207,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0.0,55.55,1,0
34.234912,-118.153729,37,4.537961436294641,8.153177081220612,4127,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,92.5,93.87567567567568,0,1
37.304681,-121.809955,48,4.665794807804526,8.516893146407236,4275,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,4,105.25,104.11458333333333,0,0
36.057458,-118.591951,20,4.559649670686282,7.549951211913027,5604,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,94.55,94.9825,0,1
33.960891,-118.032222,26,4.255612709818223,7.496125107144836,3866,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3,0.0,69.2326923076923,0,0
33.728273,-118.085304,30,3.0155349008501706,6.362165662779806,3986,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0,19.283333333333335,0,0
37.605926,-120.69955,69,4.21803603456465,8.429214073589186,5059,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,3,0.0,66.3463768115942,0,0
36.205465,-119.085807,63,4.504244267398131,8.630280776232281,5004,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,6,0.0,88.8515873015873,0,0
37.80821,-121.308401,5,3.013080911888604,4.8445807097661735,3864,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,25.21,1,1
38.156971,-120.849231,39,3.065724645374026,6.673297967767654,2165,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0,20.256410256410255,0,0
39.197215,-120.83679,4,4.631812116934513,5.901403068739325,2777,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,3,101.7,91.1375,1,1
37.270938,-121.851046,60,4.626442321263631,8.710850257873938,5301,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,3,101.15,101.12333333333332,0,0
37.375156,-121.795867,19,4.647271362006727,7.60772910488436,2349,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,4,103.3,105.93157894736842,0,1
33.839989,-116.659215,11,4.634728988229636,7.044338260768671,5750,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,3,102.0,104.12272727272726,0,1
36.497895,-119.285484,31,4.614625344758847,8.06703924718298,5362,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,3,99.95,102.79516129032258,0,1
33.766476,-117.969795,30,4.446174454497633,7.799589370422301,5393,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,3,84.3,81.28666666666666,0,0
34.266389,-118.459744,53,3.242592351485517,7.154615356913663,4610,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,24.132075471698112,0,0
36.807595,-118.901544,5,4.503691017038237,6.137078895912954,4584,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,3,89.35,92.34,1,1
39.84784,-122.544556,51,4.389498649512583,8.287956112213468,4673,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,79.6,77.93529411764706,0,0
37.3511,-122.037311,71,4.5031374604229395,8.762434772788538,4658,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,6,0.0,89.98098591549295,0,0
34.142747,-117.300864,61,3.258096538021482,7.312786959840947,4673,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.0,24.563114754098358,0,0
32.827184,-116.703729,8,4.324132656254979,6.409434476354621,4345,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,74.5,75.81875,0,1
38.803731,-121.043799,10,4.024458434757935,6.3453731683017445,3519,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2,0.0,56.885000000000005,0,0
37.04584,-118.397236,12,3.928880122494569,6.426731146452936,2873,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,3,0.0,51.42916666666667,0,0
33.723579,-118.005441,66,4.172076910762453,8.35833812998439,5956,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2,0.0,64.61515151515152,0,0
36.749403,-119.787574,24,4.118223836012044,7.273612932495522,5095,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0.0,60.03125,0,0
33.794209,-118.317354,4,4.051784947803305,5.464255444091467,5758,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,0.0,58.775,1,1
33.975332,-118.355252,4,4.499253960396542,5.875492370855561,5948,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,88.95,88.8,1,1
33.936827,-118.359824,35,4.036008985209137,7.6095896166895365,5964,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,0.0,57.612857142857145,0,0
34.321621,-118.399841,45,4.462453883786496,8.237241165026367,5397,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,85.7,83.95777777777778,0,0
37.80707,-122.297401,65,4.709530201312334,8.873419034524286,6351,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,5,110.0,109.8253846153846,0,0
33.823943,-118.111335,14,4.405498990859024,7.050816121822789,2563,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,80.9,82.34285714285714,0,0
33.254497,-117.285879,61,3.9454577815143836,8.035845460469845,5024,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,4,0.0,50.635245901639344,0,0
38.196497,-120.61689,68,4.3987608336650466,8.589727783599452,5954,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,2,80.35,79.04632352941177,0,0
39.562239,-121.14836,23,4.073291153024268,7.157618654995728,3794,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,3,0.0,55.77608695652174,0,0
40.740138,-122.587476,55,4.413404170366137,8.414163291096694,5167,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2,81.55,81.99090909090908,0,0
33.716136,-117.752574,69,3.2367157429965316,7.449614345328301,5295,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0,24.90144927536232,0,0
36.810568,-121.503022,7,4.409763389645481,6.36492285908106,5928,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,5,0.0,82.87142857142858,0,0
35.746484,-121.223355,72,4.382651439442724,8.653767449825429,4689,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,79.05,79.59305555555555,0,0
37.454924,-122.203168,61,3.9259259105971376,7.993755029599403,4577,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0.0,48.54754098360656,0,0
39.423046,-120.984472,64,4.398146016553765,8.520926215005344,4270,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,2,80.3,78.4015625,0,0
34.55082,-117.122396,32,4.545420181582317,7.983440063006542,5247,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,93.2,91.59375,0,1
34.207295,-118.400022,1,4.388878109622984,4.388878109622984,5571,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,79.55,79.55,1,1
37.212191,-119.749323,3,4.422448549172797,5.372496764722288,5755,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,82.3,71.46666666666667,1,0
37.420273,-120.66527,3,3.054001181677967,3.9435216724875173,3594,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,0.0,16.866666666666667,1,0
36.993666,-119.348267,72,4.447346100794524,8.715625929974454,5046,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,5,0.0,84.67291666666667,0,0
39.075694,-121.70606,26,3.427514689979529,6.668863370699788,3746,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,0.0,30.25,0,0
34.281911,-118.556218,39,4.619566066271823,8.243466619725949,2698,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,4,100.45,97.47948717948718,0,0
40.080342,-120.957805,1,3.022860940942244,3.022860940942244,5750,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,19.55,1,0
33.802664,-118.179971,1,3.0204248861443626,3.0204248861443626,5279,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.0,19.5,1,0
35.865795,-118.69759,56,4.498697941477575,8.51097389160232,4170,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,2,88.9,88.71428571428571,0,0
34.083086,-117.737997,43,4.6872108963243,8.419558311589467,4423,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,4,107.55,105.43953488372092,0,1
34.018354,-117.85492,1,3.2733640101522705,3.2733640101522705,4556,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,25.4,1,0
34.234912,-118.153729,29,4.275276264727001,7.583552821206969,2064,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,3,0.0,67.7448275862069,0,0
35.74837,-117.384948,2,4.418840607796598,5.2238631806230895,3051,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,82.0,92.325,1,1
41.411315,-122.697236,68,4.389498649512583,8.605652686043875,5210,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,2,79.6,80.31544117647059,0,0
38.481902,-120.603668,67,4.505902184329423,8.759998183589703,6111,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,89.55,95.12089552238807,0,0
39.292334,-121.320597,19,3.254242968705492,6.14996290492866,5396,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0,24.61578947368421,0,0
34.02381,-118.156582,66,4.056123349401903,8.218625417455186,5748,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,4,0.0,56.18787878787879,0,0
34.066964,-117.937007,4,3.4028626609812167,4.8721392168423305,3306,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.0,32.4,1,0
38.508735,-121.678813,9,3.0325462466767075,5.354933966966933,2427,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,23.405555555555555,0,0
37.937082,-122.532369,53,4.652530757347929,8.610045808430854,5860,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,4,103.85,103.5,0,1
37.828416,-122.216005,23,3.0204248861443626,6.155282632337377,5652,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.0,20.443478260869565,0,0
36.993666,-119.348267,50,4.696381066041475,8.632608982915363,4274,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,5,108.55,112.214,0,1
37.980269,-122.342635,2,4.330075229041782,5.028802598051705,3969,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,74.95,75.875,1,0
34.029043,-118.239504,59,3.0610517396746335,7.145196134997171,5757,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,21.47457627118644,0,0
33.764018,-117.931507,63,4.436751534363128,8.600798775271034,4652,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,5,0.0,86.26984126984127,0,0
34.269449,-118.768471,25,4.277360322445531,7.516814079159796,5620,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,4,0.0,73.508,0,0
36.456091,-119.486225,14,4.399989335048054,6.9782137426306985,4155,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,80.45,76.57142857142857,0,1
36.596271,-121.442274,65,4.220242729097475,8.36882078516512,5224,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,3,0.0,66.30076923076923,0,0
34.712708,-117.889656,69,4.0526541351678915,8.282394481856118,4162,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,4,0.0,57.28478260869565,0,0
33.624654,-117.611733,21,4.318154558079471,7.356726775399442,5630,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,74.05,74.55714285714286,0,1
34.150354,-118.518292,43,4.524502282920636,8.297742811939646,5884,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,3,91.25,93.34418604651164,0,0
38.983388,-120.988814,71,4.532599493153256,8.792731829921326,4322,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,4,92.0,92.74929577464789,0,0
33.62251,-117.927024,19,3.2714682749873716,6.340535655019982,3072,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.0,29.794736842105266,0,0
33.925833,-117.559639,40,3.027715319407042,6.722930591970064,3878,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0,20.75625,0,0
37.57028,-122.365778,9,4.4343818650078095,6.689972333910023,3520,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,83.3,89.25555555555555,0,1
36.687292,-120.437354,58,4.646791860678911,8.702618260662822,6105,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,4,103.25,103.75258620689655,0,1
